Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A771932,Honey,05/12/2018 11:06:00 AM,05/12/2018 11:06:00 AM,Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Tan,Honey,06/11/2018 04:40:00 PM,06/11/2018 04:40:00 PM,05/12/2015,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Tan,0.0
A709866,Nala,08/14/2015 11:42:00 AM,08/14/2015 11:42:00 AM,Austin (TX),Public Assist,Normal,Dog,Intact Female,1 year,Labrador Retriever Mix,Tan,Nala,08/25/2015 11:17:00 AM,08/25/2015 11:17:00 AM,02/14/2014,Dog,Intact Female,1 year,Labrador Retriever Mix,Tan,0.0
A796601,,06/03/2019 01:15:00 PM,06/03/2019 01:15:00 PM,2203 Onion Creek in Austin (TX),Wildlife,Normal,Other,Unknown,3 years,Bat,Brown,,06/12/2019 04:37:00 PM,06/12/2019 04:37:00 PM,06/03/2016,Other,Unknown,3 years,Bat,Brown,1.0
A652954,Max,01/22/2014 01:08:00 PM,01/22/2014 01:08:00 PM,11805 Oak Haven in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,German Shepherd/Labrador Retriever,Brown/Black,Max,02/03/2014 11:40:00 AM,02/03/2014 11:40:00 AM,12/17/2012,Dog,Neutered Male,1 year,German Shepherd/Labrador Retriever,Brown/Black,0.0
A730731,*Dixie,07/09/2016 12:20:00 PM,07/09/2016 12:20:00 PM,183 And Hw 973 in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Plott Hound Mix,Brown Brindle,*Dixie,08/25/2016 12:00:00 AM,08/25/2016 12:00:00 AM,07/09/2015,Dog,Intact Female,1 year,Plott Hound Mix,Brown Brindle,0.0
A789549,,02/23/2019 03:39:00 PM,02/23/2019 03:39:00 PM,6813 Campina Crossing in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair Mix,Black/White,,02/28/2019 10:50:00 AM,02/28/2019 10:50:00 AM,02/23/2017,Cat,Intact Male,2 years,Domestic Shorthair Mix,Black/White,0.0
A773311,*Pepper,05/30/2018 12:34:00 PM,05/30/2018 12:34:00 PM,710 East Ben White Boulevard in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Labrador Retriever Mix,Black/White,*Pepper,06/05/2018 06:11:00 PM,06/05/2018 06:11:00 PM,05/30/2017,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White,0.0
A752017,,06/16/2017 04:13:00 PM,06/16/2017 04:13:00 PM,12120 Manchaca Rd in Austin (TX),Stray,Normal,Bird,Intact Male,4 months,Chicken Mix,Red,,06/20/2017 07:50:00 AM,06/20/2017 07:50:00 AM,02/13/2017,Bird,Intact Male,4 months,Chicken Mix,Red,0.0
A699227,*Caitlyn,03/24/2015 11:59:00 AM,03/24/2015 11:59:00 AM,Montopolis Dr & Marigold Terrace in Austin (TX),Stray,Nursing,Cat,Intact Female,1 day,Domestic Medium Hair Mix,Cream Tabby/White,*Caitlyn,08/25/2015 09:45:00 AM,08/25/2015 09:45:00 AM,03/23/2015,Cat,Spayed Female,5 months,Domestic Medium Hair Mix,Cream Tabby/White,0.0
A738749,Camelia,11/20/2016 12:06:00 PM,11/20/2016 12:06:00 PM,404 Ralph Ablanedo Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,7 years,German Shepherd,Brown/Black,Camelia,11/25/2016 02:09:00 PM,11/25/2016 02:09:00 PM,11/20/2009,Dog,Spayed Female,7 years,German Shepherd,Brown/Black,0.0
A791864,,04/02/2019 10:53:00 AM,04/02/2019 10:53:00 AM,8403 Shoal Creek in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Fox Mix,Brown/Black,,04/02/2019 11:22:00 AM,04/02/2019 11:22:00 AM,04/02/2017,Other,Unknown,2 years,Fox Mix,Brown/Black,1.0
A695395,*Leo,07/19/2016 06:11:00 PM,07/19/2016 06:11:00 PM,3812 Cal Rodgers St in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Australian Cattle Dog Mix,Black/White,*Leo,07/24/2016 11:13:00 AM,07/24/2016 11:13:00 AM,01/15/2012,Dog,Neutered Male,4 years,Australian Cattle Dog Mix,Black/White,0.0
A768939,Lexi,03/27/2018 03:58:00 PM,03/27/2018 03:58:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,12 years,Domestic Shorthair Mix,Gray/White,Lexi,06/09/2018 11:43:00 AM,06/09/2018 11:43:00 AM,03/27/2006,Cat,Spayed Female,12 years,Domestic Shorthair Mix,Gray/White,0.0
A731264,,07/19/2016 02:35:00 PM,07/19/2016 02:35:00 PM,2614 Coatbridge Dr in Austin (TX),Stray,Normal,Cat,Unknown,2 days,Domestic Shorthair Mix,Gray/White,,07/19/2016 02:48:00 PM,07/19/2016 02:48:00 PM,07/17/2016,Cat,Unknown,2 days,Domestic Shorthair Mix,Gray/White,0.0
A749118,Mojo,05/11/2017 12:14:00 PM,05/11/2017 12:14:00 PM,17004 Hayride Cv in Travis (TX),Owner Surrender,Injured,Dog,Intact Male,2 years,Border Collie Mix,Black/White,Mojo,05/28/2017 06:51:00 PM,05/28/2017 06:51:00 PM,05/11/2015,Dog,Neutered Male,2 years,Border Collie Mix,Black/White,0.0
A745847,Bowser,03/25/2017 12:12:00 PM,03/25/2017 12:12:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,5 years,English Bulldog Mix,Brown Brindle/White,Bowser,03/26/2017 05:09:00 PM,03/26/2017 05:09:00 PM,03/25/2012,Dog,Neutered Male,5 years,English Bulldog Mix,Brown Brindle/White,0.0
A710792,,08/27/2015 03:54:00 PM,08/27/2015 03:54:00 PM,1773 Wells Branch Parkway in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Medium Hair Mix,Calico,,08/28/2015 09:00:00 AM,08/28/2015 09:00:00 AM,08/27/2014,Cat,Intact Female,1 year,Domestic Medium Hair Mix,Calico,0.0
A778911,Buddy,08/22/2018 03:05:00 PM,08/22/2018 03:05:00 PM,Cedar Park (TX),Owner Surrender,Normal,Dog,Intact Male,3 years,Cairn Terrier Mix,White/Brown,Buddy,08/23/2018 12:00:00 AM,08/23/2018 12:00:00 AM,08/22/2015,Dog,Intact Male,3 years,Cairn Terrier Mix,White/Brown,0.0
A698382,,03/10/2015 05:30:00 PM,03/10/2015 05:30:00 PM,Melissa Oaks in Austin (TX),Stray,Normal,Other,Unknown,1 year,Hamster Mix,Gray,,03/13/2015 02:51:00 PM,03/13/2015 02:51:00 PM,03/10/2014,Other,Unknown,1 year,Hamster Mix,Gray,0.0
A772899,Guido,05/24/2018 04:31:00 PM,05/24/2018 04:31:00 PM,301 W Ben White in Austin (TX),Public Assist,Normal,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Gray/White,Guido,06/04/2018 11:51:00 AM,06/04/2018 11:51:00 AM,05/24/2013,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Gray/White,0.0
A713233,Gunner,10/04/2015 01:49:00 PM,10/04/2015 01:49:00 PM,Crownover And Hartsmith in Austin (TX),Stray,Normal,Dog,Intact Male,6 months,Labrador Retriever Mix,Black/Blue Tick,Gunner,10/08/2015 07:12:00 PM,10/08/2015 07:12:00 PM,03/24/2015,Dog,Neutered Male,6 months,Labrador Retriever Mix,Black/Blue Tick,0.0
A694039,,12/19/2014 10:24:00 AM,12/19/2014 10:24:00 AM,6001 Airport Blvd in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown,,12/19/2014 10:28:00 AM,12/19/2014 10:28:00 AM,12/19/2013,Other,Unknown,1 year,Bat Mix,Brown,1.0
A808307,Sofie,11/07/2019 11:59:00 AM,11/07/2019 11:59:00 AM,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,3 months,Domestic Shorthair,Torbie/White,Sofie,11/11/2019 01:11:00 PM,11/11/2019 01:11:00 PM,07/14/2019,Cat,Intact Female,3 months,Domestic Shorthair,Torbie/White,0.0
A734259,,09/03/2016 01:55:00 PM,09/03/2016 01:55:00 PM,Springdale Rd And Airport Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Rat Terrier Mix,Black/White,,09/08/2016 05:36:00 PM,09/08/2016 05:36:00 PM,09/03/2015,Dog,Neutered Male,1 year,Rat Terrier Mix,Black/White,0.0
A672422,Noah,02/10/2014 06:54:00 AM,02/10/2014 06:54:00 AM,4434 Frontier Trl in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Siberian Husky/Pit Bull,Tan/White,Noah,02/11/2014 05:10:00 PM,02/11/2014 05:10:00 PM,02/10/2013,Dog,Neutered Male,1 year,Siberian Husky/Pit Bull,Tan/White,0.0
A802392,Dexter,08/17/2019 12:25:00 PM,08/17/2019 12:25:00 PM,601 Long Bow Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,6 years,Labrador Retriever,White/Tan,Dexter,08/17/2019 02:56:00 PM,08/17/2019 02:56:00 PM,08/17/2013,Dog,Neutered Male,6 years,Labrador Retriever,White/Tan,0.0
A730148,*Klaus,06/29/2016 12:36:00 PM,06/29/2016 12:36:00 PM,3600 S Ih 35 Frontage Rd in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Pit Bull Mix,White/Tan,*Klaus,03/13/2017 12:12:00 PM,03/13/2017 12:12:00 PM,06/29/2013,Dog,Neutered Male,3 years,Pit Bull Mix,White/Tan,0.0
A687530,,09/06/2014 07:26:00 AM,09/06/2014 07:26:00 AM,E 2Nd St & Thaxton Rd in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,Blue/White,,09/06/2014 12:08:00 PM,09/06/2014 12:08:00 PM,08/15/2014,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,Blue/White,0.0
A720939,Candy,03/03/2017 11:05:00 AM,03/03/2017 11:05:00 AM,200 Pedernales St in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan/White,Candy,03/10/2017 04:22:00 PM,03/10/2017 04:22:00 PM,02/18/2015,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan/White,0.0
A805172,Hazel,09/23/2019 02:43:00 PM,09/23/2019 02:43:00 PM,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,5 years,Chihuahua Shorthair,Brown/Tan,Hazel,10/04/2019 05:12:00 PM,10/04/2019 05:12:00 PM,09/23/2014,Dog,Spayed Female,5 years,Chihuahua Shorthair,Brown/Tan,0.0
A509226,Jingles,06/02/2014 11:51:00 AM,06/02/2014 11:51:00 AM,3008 Yellow Pine in Austin (TX),Stray,Normal,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Orange Tabby,Jingles,06/02/2014 07:02:00 PM,06/02/2014 07:02:00 PM,05/14/2006,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Orange Tabby,0.0
A740161,Rocko,12/12/2016 09:59:00 AM,12/12/2016 09:59:00 AM,10600 N Platt River Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Yorkshire Terrier Mix,Tan/Silver,Rocko,12/14/2016 02:39:00 PM,12/14/2016 02:39:00 PM,12/12/2014,Dog,Neutered Male,2 years,Yorkshire Terrier Mix,Tan/Silver,0.0
A761016,*Indigo,10/27/2017 05:50:00 PM,10/27/2017 05:50:00 PM,2002 Courtney in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Black,*Indigo,12/17/2017 03:29:00 PM,12/17/2017 03:29:00 PM,09/27/2017,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black,0.0
A728962,,06/11/2016 03:50:00 PM,06/11/2016 03:50:00 PM,Anderson Mill & 183 in Austin (TX),Stray,Sick,Cat,Intact Female,2 weeks,Domestic Medium Hair Mix,Tortie,,06/11/2016 12:00:00 AM,06/11/2016 12:00:00 AM,05/27/2016,Cat,Intact Female,2 weeks,Domestic Medium Hair Mix,Tortie,0.0
A679723,,05/25/2014 12:51:00 PM,05/25/2014 12:51:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/White,,06/01/2014 02:52:00 PM,06/01/2014 02:52:00 PM,03/25/2014,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,0.0
A716842,Honey,11/26/2015 11:03:00 AM,11/26/2015 11:03:00 AM,Redd St/ Jinx in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,German Shepherd/Labrador Retriever,Red/Tan,Honey,11/27/2015 01:15:00 PM,11/27/2015 01:15:00 PM,05/26/2012,Dog,Spayed Female,3 years,German Shepherd/Labrador Retriever,Red/Tan,0.0
A678224,,05/05/2014 06:09:00 PM,05/05/2014 06:09:00 PM,Samsung Blvd & Longday in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,,05/06/2014 03:57:00 PM,05/06/2014 03:57:00 PM,04/11/2014,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,0.0
A798156,*Brix,06/22/2019 12:34:00 PM,06/22/2019 12:34:00 PM,Onion Crossing Drive And Onion Creek Drive in Austin (TX),Stray,Normal,Dog,Intact Male,6 months,Labrador Retriever Mix,Brown,*Brix,06/27/2019 06:45:00 PM,06/27/2019 06:45:00 PM,11/22/2018,Dog,Intact Male,7 months,Labrador Retriever Mix,Brown,0.0
A802727,,08/21/2019 05:36:00 PM,08/21/2019 05:36:00 PM,9702 South Chisholm Trail in Austin (TX),Stray,Normal,Cat,Intact Male,4 months,Domestic Shorthair,Blue Tabby,,08/28/2019 11:19:00 AM,08/28/2019 11:19:00 AM,04/21/2019,Cat,Intact Male,4 months,Domestic Shorthair,Blue Tabby,0.0
A737960,Coffee,11/07/2016 01:19:00 PM,11/07/2016 01:19:00 PM,Grove Blvd & Hogan Ave in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Brown/Tan,Coffee,11/11/2016 11:58:00 AM,11/11/2016 11:58:00 AM,11/07/2015,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Brown/Tan,0.0
A753133,Bella,07/02/2017 11:03:00 AM,07/02/2017 11:03:00 AM,9414 N Lamar Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Pit Bull Mix,Black/White,Bella,07/10/2017 06:42:00 PM,07/10/2017 06:42:00 PM,01/02/2017,Dog,Spayed Female,6 months,Pit Bull Mix,Black/White,0.0
A678330,Piggy,05/07/2014 02:03:00 PM,05/07/2014 02:03:00 PM,508 E Howard in Pflugerville (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Brown/White,Piggy,05/09/2014 05:27:00 PM,05/09/2014 05:27:00 PM,05/07/2013,Dog,Spayed Female,1 year,Pit Bull Mix,Brown/White,0.0
A766161,,02/03/2018 12:04:00 PM,02/03/2018 12:04:00 PM,Austin (TX),Owner Surrender,Normal,Other,Unknown,1 year,Guinea Pig Mix,Black/Red,,02/06/2018 01:15:00 PM,02/06/2018 01:15:00 PM,02/03/2017,Other,Unknown,1 year,Guinea Pig Mix,Black/Red,0.0
A650104,Katie,10/13/2013 11:42:00 AM,10/13/2013 11:42:00 AM,Thaxton Rd/Flaxen Dr in Austin (TX),Stray,Injured,Dog,Intact Female,3 years,Australian Kelpie Mix,Black/Tan,Katie,10/15/2013 05:28:00 PM,10/15/2013 05:28:00 PM,03/24/2010,Dog,Intact Female,3 years,Australian Kelpie Mix,Black/Tan,1.0
A772214,*Tarzan,05/16/2018 12:00:00 PM,05/16/2018 12:00:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Orange Tabby,*Tarzan,06/02/2018 05:17:00 PM,06/02/2018 05:17:00 PM,05/16/2017,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby,0.0
A792361,Wolfgang,04/09/2019 04:32:00 PM,04/09/2019 04:32:00 PM,4320 Airport Blvd in Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,5 years,Dachshund Longhair Mix,Black/Brown,Wolfgang,04/15/2019 05:24:00 PM,04/15/2019 05:24:00 PM,04/09/2014,Dog,Neutered Male,5 years,Dachshund Longhair Mix,Black/Brown,0.0
A675546,,03/29/2014 12:25:00 AM,03/29/2014 12:25:00 AM,10515 N Mopac Expy in Austin (TX),Wildlife,Normal,Other,Unknown,4 weeks,Bat,Brown/Black,,03/29/2014 08:43:00 AM,03/29/2014 08:43:00 AM,03/01/2014,Other,Unknown,4 weeks,Bat,Brown/Black,1.0
A607874,Chole,07/23/2017 12:54:00 PM,07/23/2017 12:54:00 PM,18319 Werchan Lane in Travis (TX),Stray,Normal,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Black,Chole,07/23/2017 04:54:00 PM,07/23/2017 04:54:00 PM,08/13/2009,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Black,0.0
A678873,,05/13/2014 04:23:00 PM,05/13/2014 04:23:00 PM,2500 Montopolis in Austin (TX),Wildlife,Normal,Other,Unknown,3 years,Bat Mix,Brown,,05/14/2014 09:22:00 AM,05/14/2014 09:22:00 AM,05/13/2011,Other,Unknown,3 years,Bat Mix,Brown,1.0
A747346,,04/18/2017 12:57:00 PM,04/18/2017 12:57:00 PM,Outside Jurisdiction,Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever/Dalmatian,White/Black,,04/22/2017 06:05:00 PM,04/22/2017 06:05:00 PM,02/18/2017,Dog,Neutered Male,2 months,Labrador Retriever/Dalmatian,White/Black,0.0
A801623,Hermione,08/06/2019 05:02:00 PM,08/06/2019 05:02:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,13 years,Domestic Shorthair,Blue Tabby/White,Hermione,08/24/2019 12:03:00 PM,08/24/2019 12:03:00 PM,08/06/2006,Cat,Spayed Female,13 years,Domestic Shorthair,Blue Tabby/White,0.0
A794043,Pantera,05/11/2019 06:47:00 PM,05/11/2019 06:47:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,4 months,Pointer/Labrador Retriever,Black/White,Pantera,05/13/2019 11:27:00 AM,05/13/2019 11:27:00 AM,01/03/2019,Dog,Spayed Female,4 months,Pointer/Labrador Retriever,Black/White,0.0
A786305,,12/21/2018 04:14:00 PM,12/21/2018 04:14:00 PM,Guadalupe & W 24Th St in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown,,12/23/2018 08:51:00 AM,12/23/2018 08:51:00 AM,12/21/2016,Other,Unknown,2 years,Bat,Brown,1.0
A731644,*Honeysuckle,07/25/2016 01:15:00 PM,07/25/2016 01:15:00 PM,6901 Wier Loop Rd in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Miniature Pinscher/Pug,Tricolor,*Honeysuckle,08/02/2016 05:42:00 PM,08/02/2016 05:42:00 PM,07/25/2015,Dog,Spayed Female,1 year,Miniature Pinscher/Pug,Tricolor,0.0
A684431,*Max,08/21/2014 11:38:00 AM,08/21/2014 11:38:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Queensland Heeler,Red/White,*Max,08/24/2014 04:50:00 PM,08/24/2014 04:50:00 PM,01/23/2013,Dog,Neutered Male,1 year,Queensland Heeler,Red/White,0.0
A734416,Percy,09/06/2016 12:29:00 PM,09/06/2016 12:29:00 PM,12034 Research Blvd in Austin (TX),Owner Surrender,Sick,Dog,Intact Male,9 months,Chihuahua Shorthair Mix,White,Percy,10/13/2016 04:13:00 PM,10/13/2016 04:13:00 PM,12/06/2015,Dog,Neutered Male,10 months,Chihuahua Shorthair Mix,White,0.0
A702847,,05/18/2015 01:46:00 PM,05/18/2015 01:46:00 PM,Flowsbre Ln in Round Rock (TX),Stray,Normal,Dog,Spayed Female,2 years,Miniature Pinscher Mix,Black/Tan,,05/22/2015 04:25:00 PM,05/22/2015 04:25:00 PM,05/18/2013,Dog,Spayed Female,2 years,Miniature Pinscher Mix,Black/Tan,0.0
A740545,Squid,12/19/2016 12:15:00 PM,12/19/2016 12:15:00 PM,3909 N I- 35 Service Rd in Austin (TX),Stray,Normal,Cat,Intact Female,5 weeks,Domestic Shorthair Mix,Blue,Squid,02/20/2017 05:17:00 PM,02/20/2017 05:17:00 PM,11/14/2016,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Blue,0.0
A794322,,05/06/2019 06:01:00 PM,05/06/2019 06:01:00 PM,614 Blackberry Drive in Austin (TX),Stray,Normal,Cat,Spayed Female,8 years,Domestic Medium Hair Mix,Brown Tabby/White,,05/13/2019 01:53:00 PM,05/13/2019 01:53:00 PM,05/06/2011,Cat,Spayed Female,8 years,Domestic Medium Hair Mix,Brown Tabby/White,0.0
A759952,Artemis,10/10/2017 12:12:00 PM,10/10/2017 12:12:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,4 years,Labrador Retriever Mix,Black/White,Artemis,11/06/2017 06:54:00 PM,11/06/2017 06:54:00 PM,01/09/2013,Dog,Spayed Female,4 years,Labrador Retriever Mix,Black/White,0.0
A763045,Gizmo,12/29/2017 02:46:00 PM,12/29/2017 02:46:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby/White,Gizmo,12/30/2017 04:00:00 PM,12/30/2017 04:00:00 PM,08/17/2017,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby/White,0.0
A720380,Charmy,02/08/2016 12:39:00 PM,02/08/2016 12:39:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,14 years,Persian,Silver,Charmy,02/14/2016 06:31:00 PM,02/14/2016 06:31:00 PM,02/08/2002,Cat,Spayed Female,14 years,Persian,Silver,0.0
A753927,Rylie,07/13/2017 11:00:00 AM,07/13/2017 11:00:00 AM,Manor Road And Northeast Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,5 months,Labrador Retriever Mix,Black,Rylie,07/17/2017 05:38:00 PM,07/17/2017 05:38:00 PM,02/01/2017,Dog,Spayed Female,5 months,Labrador Retriever Mix,Black,0.0
A786309,*Molly,12/21/2018 05:09:00 PM,12/21/2018 05:09:00 PM,6029 Blue Bluff Road in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Brown Tabby,*Molly,01/19/2019 05:12:00 PM,01/19/2019 05:12:00 PM,12/21/2017,Cat,Spayed Female,1 year,Domestic Shorthair,Brown Tabby,0.0
A709758,,08/12/2015 08:25:00 PM,08/12/2015 08:25:00 PM,6204 Blue Stem Trl in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Miniature Schnauzer Mix,Black/White,,08/18/2015 02:19:00 PM,08/18/2015 02:19:00 PM,05/29/2015,Dog,Intact Male,2 months,Miniature Schnauzer Mix,Black/White,0.0
A810740,Max,12/18/2019 06:26:00 PM,12/18/2019 06:26:00 PM,7201 South Congress in Austin (TX),Stray,Normal,Dog,Intact Male,8 years,Doberman Pinsch,Black/Tan,Max,12/19/2019 08:39:00 PM,12/19/2019 08:39:00 PM,12/18/2011,Dog,Intact Male,8 years,Doberman Pinsch,Black/Tan,0.0
A732679,*Fiona,08/30/2017 04:00:00 PM,08/30/2017 04:00:00 PM,Leander (TX),Owner Surrender,Normal,Dog,Spayed Female,3 years,American Pit Bull Terrier Mix,Yellow/White,*Fiona,10/31/2016 12:30:00 PM,10/31/2016 12:30:00 PM,08/11/2014,Dog,Spayed Female,2 years,American Pit Bull Terrier Mix,Yellow/White,0.0
A793928,* Athos,05/01/2019 08:51:00 PM,05/01/2019 08:51:00 PM,11717 Mc Angus Rd in Travis (TX),Stray,Injured,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Brown/White,* Athos,05/06/2019 11:24:00 AM,05/06/2019 11:24:00 AM,05/01/2018,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Brown/White,0.0
A700932,,04/21/2015 01:13:00 PM,04/21/2015 01:13:00 PM,1400 Coleto St in Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Medium Hair Mix,Black,,04/21/2015 02:37:00 PM,04/21/2015 02:37:00 PM,04/06/2015,Cat,Unknown,2 weeks,Domestic Medium Hair Mix,Black,0.0
A758245,,09/13/2017 10:48:00 AM,09/13/2017 10:48:00 AM,4534 Westgate in Austin (TX),Stray,Sick,Cat,Intact Male,4 months,Domestic Shorthair Mix,Black,,09/13/2017 12:09:00 PM,09/13/2017 12:09:00 PM,05/13/2017,Cat,Intact Male,4 months,Domestic Shorthair Mix,Black,1.0
A750599,,05/29/2017 01:29:00 PM,05/29/2017 01:29:00 PM,Wheless Ln & Dorchester Dr in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby/White,,05/29/2017 02:02:00 PM,05/29/2017 02:02:00 PM,05/12/2017,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby/White,1.0
A741751,*Terrence,01/07/2017 04:58:00 PM,01/07/2017 04:58:00 PM,6703 Pixie Cove in Travis (TX),Stray,Injured,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby,*Terrence,01/11/2017 01:30:00 PM,01/11/2017 01:30:00 PM,01/07/2015,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby,0.0
A759957,Clara,10/10/2017 01:47:00 PM,10/10/2017 01:47:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,6 years,Catahoula Mix,Tricolor/White,Clara,10/19/2017 06:08:00 PM,10/19/2017 06:08:00 PM,10/10/2011,Dog,Spayed Female,6 years,Catahoula Mix,Tricolor/White,0.0
A692407,*Beau,11/19/2014 06:06:00 PM,11/19/2014 06:06:00 PM,6910 E William Cannon Dr in Austin (TX),Stray,Injured,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White,*Beau,11/28/2014 03:57:00 PM,11/28/2014 03:57:00 PM,09/19/2014,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,0.0
A741627,,01/05/2017 12:09:00 PM,01/05/2017 12:09:00 PM,6300 Sierra Vista Dr in Travis (TX),Stray,Normal,Cat,Intact Male,8 months,Domestic Longhair,Blue/White,,01/06/2017 09:00:00 AM,01/06/2017 09:00:00 AM,05/05/2016,Cat,Neutered Male,8 months,Domestic Longhair,Blue/White,0.0
A787524,,01/14/2019 06:39:00 PM,01/14/2019 06:39:00 PM,4702 Leslie Avenue in Austin (TX),Stray,Normal,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby,,01/19/2019 11:31:00 AM,01/19/2019 11:31:00 AM,01/14/2016,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby,0.0
A690352,Abby,10/18/2014 05:50:00 PM,10/18/2014 05:50:00 PM,6200 Burleson Road in Austin (TX),Stray,Normal,Dog,Intact Female,7 months,Labrador Retriever Mix,Black,Abby,10/22/2014 05:48:00 PM,10/22/2014 05:48:00 PM,02/18/2014,Dog,Spayed Female,8 months,Labrador Retriever Mix,Black,0.0
A555265,Freya,03/03/2016 07:21:00 PM,03/03/2016 07:21:00 PM,Austin (TX),Stray,Normal,Cat,Spayed Female,6 years,Domestic Longhair Mix,Torbie,Freya,03/09/2016 11:11:00 AM,03/09/2016 11:11:00 AM,07/26/2009,Cat,Spayed Female,6 years,Domestic Longhair Mix,Torbie,1.0
