Animal ID,Name_Intake,DateTime_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Breed_Intake,Color_Intake,DateTime_Outcome,Date of Birth,Sex upon Outcome,binary_outcome,Age Outcome,Age Intake
A771932,Honey,2018-05-12 11:06:00,Austin (TX),Stray,Normal,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan,2018-06-11 16:40:00,2015-05-12 00:00:00,Spayed Female,positive,1126,1096
A709866,Nala,2015-08-14 11:42:00,Austin (TX),Public Assist,Normal,Dog,Intact Female,Labrador Retriever Mix,Tan,2015-08-25 11:17:00,2014-02-14 00:00:00,Intact Female,positive,557,546
A796601,,2019-06-03 13:15:00,2203 Onion Creek in Austin (TX),Wildlife,Normal,Other,Unknown,Bat,Brown,2019-06-12 16:37:00,2016-06-03 00:00:00,Unknown,negative,1104,1095
A652954,Max,2014-01-22 13:08:00,11805 Oak Haven in Austin (TX),Stray,Normal,Dog,Neutered Male,German Shepherd/Labrador Retriever,Brown/Black,2014-02-03 11:40:00,2012-12-17 00:00:00,Neutered Male,positive,413,401
A730731,*Dixie,2016-07-09 12:20:00,183 And Hw 973 in Austin (TX),Stray,Normal,Dog,Intact Female,Plott Hound Mix,Brown Brindle,2016-08-25 00:00:00,2015-07-09 00:00:00,Intact Female,positive,413,366
A789549,,2019-02-23 15:39:00,6813 Campina Crossing in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black/White,2019-02-28 10:50:00,2017-02-23 00:00:00,Intact Male,positive,735,730
A773311,*Pepper,2018-05-30 12:34:00,710 East Ben White Boulevard in Austin (TX),Stray,Normal,Dog,Intact Female,Labrador Retriever Mix,Black/White,2018-06-05 18:11:00,2017-05-30 00:00:00,Spayed Female,positive,371,365
A752017,,2017-06-16 16:13:00,12120 Manchaca Rd in Austin (TX),Stray,Normal,Bird,Intact Male,Chicken Mix,Red,2017-06-20 07:50:00,2017-02-13 00:00:00,Intact Male,positive,127,123
A699227,*Caitlyn,2015-03-24 11:59:00,Montopolis Dr & Marigold Terrace in Austin (TX),Stray,Nursing,Cat,Intact Female,Domestic Medium Hair Mix,Cream Tabby/White,2015-08-25 09:45:00,2015-03-23 00:00:00,Spayed Female,positive,155,1
A738749,Camelia,2016-11-20 12:06:00,404 Ralph Ablanedo Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,German Shepherd,Brown/Black,2016-11-25 14:09:00,2009-11-20 00:00:00,Spayed Female,positive,2562,2557
A791864,,2019-04-02 10:53:00,8403 Shoal Creek in Austin (TX),Wildlife,Sick,Other,Unknown,Fox Mix,Brown/Black,2019-04-02 11:22:00,2017-04-02 00:00:00,Unknown,negative,730,730
A695395,*Leo,2016-07-19 18:11:00,3812 Cal Rodgers St in Austin (TX),Stray,Normal,Dog,Neutered Male,Australian Cattle Dog Mix,Black/White,2016-07-24 11:13:00,2012-01-15 00:00:00,Neutered Male,positive,1652,1647
A768939,Lexi,2018-03-27 15:58:00,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,Domestic Shorthair Mix,Gray/White,2018-06-09 11:43:00,2006-03-27 00:00:00,Spayed Female,positive,4457,4383
A731264,,2016-07-19 14:35:00,2614 Coatbridge Dr in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Gray/White,2016-07-19 14:48:00,2016-07-17 00:00:00,Unknown,positive,2,2
A749118,Mojo,2017-05-11 12:14:00,17004 Hayride Cv in Travis (TX),Owner Surrender,Injured,Dog,Intact Male,Border Collie Mix,Black/White,2017-05-28 18:51:00,2015-05-11 00:00:00,Neutered Male,positive,748,731
A745847,Bowser,2017-03-25 12:12:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,English Bulldog Mix,Brown Brindle/White,2017-03-26 17:09:00,2012-03-25 00:00:00,Neutered Male,positive,1827,1826
A710792,,2015-08-27 15:54:00,1773 Wells Branch Parkway in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Medium Hair Mix,Calico,2015-08-28 09:00:00,2014-08-27 00:00:00,Intact Female,positive,366,365
A778911,Buddy,2018-08-22 15:05:00,Cedar Park (TX),Owner Surrender,Normal,Dog,Intact Male,Cairn Terrier Mix,White/Brown,2018-08-23 00:00:00,2015-08-22 00:00:00,Intact Male,positive,1097,1096
A698382,,2015-03-10 17:30:00,Melissa Oaks in Austin (TX),Stray,Normal,Other,Unknown,Hamster Mix,Gray,2015-03-13 14:51:00,2014-03-10 00:00:00,Unknown,positive,368,365
A772899,Guido,2018-05-24 16:31:00,301 W Ben White in Austin (TX),Public Assist,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Gray/White,2018-06-04 11:51:00,2013-05-24 00:00:00,Neutered Male,positive,1837,1826
A713233,Gunner,2015-10-04 13:49:00,Crownover And Hartsmith in Austin (TX),Stray,Normal,Dog,Intact Male,Labrador Retriever Mix,Black/Blue Tick,2015-10-08 19:12:00,2015-03-24 00:00:00,Neutered Male,positive,198,194
A694039,,2014-12-19 10:24:00,6001 Airport Blvd in Austin (TX),Wildlife,Normal,Other,Unknown,Bat Mix,Brown,2014-12-19 10:28:00,2013-12-19 00:00:00,Unknown,negative,365,365
A808307,Sofie,2019-11-07 11:59:00,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,Domestic Shorthair,Torbie/White,2019-11-11 13:11:00,2019-07-14 00:00:00,Intact Female,positive,120,116
A734259,,2016-09-03 13:55:00,Springdale Rd And Airport Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,Rat Terrier Mix,Black/White,2016-09-08 17:36:00,2015-09-03 00:00:00,Neutered Male,positive,371,366
A672422,Noah,2014-02-10 06:54:00,4434 Frontier Trl in Austin (TX),Stray,Normal,Dog,Intact Male,Siberian Husky/Pit Bull,Tan/White,2014-02-11 17:10:00,2013-02-10 00:00:00,Neutered Male,positive,366,365
A802392,Dexter,2019-08-17 12:25:00,601 Long Bow Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,Labrador Retriever,White/Tan,2019-08-17 14:56:00,2013-08-17 00:00:00,Neutered Male,positive,2191,2191
A730148,*Klaus,2016-06-29 12:36:00,3600 S Ih 35 Frontage Rd in Austin (TX),Stray,Normal,Dog,Intact Male,Pit Bull Mix,White/Tan,2017-03-13 12:12:00,2013-06-29 00:00:00,Neutered Male,positive,1353,1096
A687530,,2014-09-06 07:26:00,E 2Nd St & Thaxton Rd in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Medium Hair Mix,Blue/White,2014-09-06 12:08:00,2014-08-15 00:00:00,Intact Male,positive,22,22
A720939,Candy,2017-03-03 11:05:00,200 Pedernales St in Austin (TX),Stray,Normal,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan/White,2017-03-10 16:22:00,2015-02-18 00:00:00,Spayed Female,positive,751,744
A805172,Hazel,2019-09-23 14:43:00,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,Chihuahua Shorthair,Brown/Tan,2019-10-04 17:12:00,2014-09-23 00:00:00,Spayed Female,positive,1837,1826
A509226,Jingles,2014-06-02 11:51:00,3008 Yellow Pine in Austin (TX),Stray,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,2014-06-02 19:02:00,2006-05-14 00:00:00,Neutered Male,positive,2941,2941
A740161,Rocko,2016-12-12 09:59:00,10600 N Platt River Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,Yorkshire Terrier Mix,Tan/Silver,2016-12-14 14:39:00,2014-12-12 00:00:00,Neutered Male,positive,733,731
A761016,*Indigo,2017-10-27 17:50:00,2002 Courtney in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Black,2017-12-17 15:29:00,2017-09-27 00:00:00,Spayed Female,positive,81,30
A728962,,2016-06-11 15:50:00,Anderson Mill & 183 in Austin (TX),Stray,Sick,Cat,Intact Female,Domestic Medium Hair Mix,Tortie,2016-06-11 00:00:00,2016-05-27 00:00:00,Intact Female,positive,15,15
A679723,,2014-05-25 12:51:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White,2014-06-01 14:52:00,2014-03-25 00:00:00,Intact Male,positive,68,61
A716842,Honey,2015-11-26 11:03:00,Redd St/ Jinx in Austin (TX),Stray,Normal,Dog,Spayed Female,German Shepherd/Labrador Retriever,Red/Tan,2015-11-27 13:15:00,2012-05-26 00:00:00,Spayed Female,positive,1280,1279
A678224,,2014-05-05 18:09:00,Samsung Blvd & Longday in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,2014-05-06 15:57:00,2014-04-11 00:00:00,Intact Male,positive,25,24
A798156,*Brix,2019-06-22 12:34:00,Onion Crossing Drive And Onion Creek Drive in Austin (TX),Stray,Normal,Dog,Intact Male,Labrador Retriever Mix,Brown,2019-06-27 18:45:00,2018-11-22 00:00:00,Intact Male,positive,217,212
A802727,,2019-08-21 17:36:00,9702 South Chisholm Trail in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair,Blue Tabby,2019-08-28 11:19:00,2019-04-21 00:00:00,Intact Male,positive,129,122
A737960,Coffee,2016-11-07 13:19:00,Grove Blvd & Hogan Ave in Austin (TX),Stray,Normal,Dog,Neutered Male,Chihuahua Shorthair Mix,Brown/Tan,2016-11-11 11:58:00,2015-11-07 00:00:00,Neutered Male,positive,370,366
A753133,Bella,2017-07-02 11:03:00,9414 N Lamar Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,Pit Bull Mix,Black/White,2017-07-10 18:42:00,2017-01-02 00:00:00,Spayed Female,positive,189,181
A678330,Piggy,2014-05-07 14:03:00,508 E Howard in Pflugerville (TX),Stray,Normal,Dog,Intact Female,Pit Bull Mix,Brown/White,2014-05-09 17:27:00,2013-05-07 00:00:00,Spayed Female,positive,367,365
A766161,,2018-02-03 12:04:00,Austin (TX),Owner Surrender,Normal,Other,Unknown,Guinea Pig Mix,Black/Red,2018-02-06 13:15:00,2017-02-03 00:00:00,Unknown,positive,368,365
A650104,Katie,2013-10-13 11:42:00,Thaxton Rd/Flaxen Dr in Austin (TX),Stray,Injured,Dog,Intact Female,Australian Kelpie Mix,Black/Tan,2013-10-15 17:28:00,2010-03-24 00:00:00,Intact Female,negative,1301,1299
A772214,*Tarzan,2018-05-16 12:00:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,2018-06-02 17:17:00,2017-05-16 00:00:00,Neutered Male,positive,382,365
A792361,Wolfgang,2019-04-09 16:32:00,4320 Airport Blvd in Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,Dachshund Longhair Mix,Black/Brown,2019-04-15 17:24:00,2014-04-09 00:00:00,Neutered Male,positive,1832,1826
A675546,,2014-03-29 00:25:00,10515 N Mopac Expy in Austin (TX),Wildlife,Normal,Other,Unknown,Bat,Brown/Black,2014-03-29 08:43:00,2014-03-01 00:00:00,Unknown,negative,28,28
A607874,Chole,2017-07-23 12:54:00,18319 Werchan Lane in Travis (TX),Stray,Normal,Cat,Spayed Female,Domestic Shorthair Mix,Black,2017-07-23 16:54:00,2009-08-13 00:00:00,Spayed Female,positive,2901,2901
A678873,,2014-05-13 16:23:00,2500 Montopolis in Austin (TX),Wildlife,Normal,Other,Unknown,Bat Mix,Brown,2014-05-14 09:22:00,2011-05-13 00:00:00,Unknown,negative,1097,1096
A747346,,2017-04-18 12:57:00,Outside Jurisdiction,Stray,Normal,Dog,Intact Male,Labrador Retriever/Dalmatian,White/Black,2017-04-22 18:05:00,2017-02-18 00:00:00,Neutered Male,positive,63,59
A801623,Hermione,2019-08-06 17:02:00,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,Domestic Shorthair,Blue Tabby/White,2019-08-24 12:03:00,2006-08-06 00:00:00,Spayed Female,positive,4766,4748
A794043,Pantera,2019-05-11 18:47:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,Pointer/Labrador Retriever,Black/White,2019-05-13 11:27:00,2019-01-03 00:00:00,Spayed Female,positive,130,128
A786305,,2018-12-21 16:14:00,Guadalupe & W 24Th St in Austin (TX),Wildlife,Normal,Other,Unknown,Bat,Brown,2018-12-23 08:51:00,2016-12-21 00:00:00,Unknown,negative,732,730
A731644,*Honeysuckle,2016-07-25 13:15:00,6901 Wier Loop Rd in Austin (TX),Stray,Normal,Dog,Intact Female,Miniature Pinscher/Pug,Tricolor,2016-08-02 17:42:00,2015-07-25 00:00:00,Spayed Female,positive,374,366
A684431,*Max,2014-08-21 11:38:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,Queensland Heeler,Red/White,2014-08-24 16:50:00,2013-01-23 00:00:00,Neutered Male,positive,578,575
A734416,Percy,2016-09-06 12:29:00,12034 Research Blvd in Austin (TX),Owner Surrender,Sick,Dog,Intact Male,Chihuahua Shorthair Mix,White,2016-10-13 16:13:00,2015-12-06 00:00:00,Neutered Male,positive,312,275
A702847,,2015-05-18 13:46:00,Flowsbre Ln in Round Rock (TX),Stray,Normal,Dog,Spayed Female,Miniature Pinscher Mix,Black/Tan,2015-05-22 16:25:00,2013-05-18 00:00:00,Spayed Female,positive,734,730
A740545,Squid,2016-12-19 12:15:00,3909 N I- 35 Service Rd in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Blue,2017-02-20 17:17:00,2016-11-14 00:00:00,Spayed Female,positive,98,35
A794322,,2019-05-06 18:01:00,614 Blackberry Drive in Austin (TX),Stray,Normal,Cat,Spayed Female,Domestic Medium Hair Mix,Brown Tabby/White,2019-05-13 13:53:00,2011-05-06 00:00:00,Spayed Female,positive,2929,2922
A759952,Artemis,2017-10-10 12:12:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,Labrador Retriever Mix,Black/White,2017-11-06 18:54:00,2013-01-09 00:00:00,Spayed Female,positive,1762,1735
A763045,Gizmo,2017-12-29 14:46:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White,2017-12-30 16:00:00,2017-08-17 00:00:00,Intact Male,positive,135,134
A720380,Charmy,2016-02-08 12:39:00,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,Persian,Silver,2016-02-14 18:31:00,2002-02-08 00:00:00,Spayed Female,positive,5119,5113
A753927,Rylie,2017-07-13 11:00:00,Manor Road And Northeast Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,Labrador Retriever Mix,Black,2017-07-17 17:38:00,2017-02-01 00:00:00,Spayed Female,positive,166,162
A786309,*Molly,2018-12-21 17:09:00,6029 Blue Bluff Road in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair,Brown Tabby,2019-01-19 17:12:00,2017-12-21 00:00:00,Spayed Female,positive,394,365
A709758,,2015-08-12 20:25:00,6204 Blue Stem Trl in Austin (TX),Stray,Normal,Dog,Intact Male,Miniature Schnauzer Mix,Black/White,2015-08-18 14:19:00,2015-05-29 00:00:00,Intact Male,positive,81,75
A810740,Max,2019-12-18 18:26:00,7201 South Congress in Austin (TX),Stray,Normal,Dog,Intact Male,Doberman Pinsch,Black/Tan,2019-12-19 20:39:00,2011-12-18 00:00:00,Intact Male,positive,2923,2922
A732679,*Fiona,2017-08-30 16:00:00,Leander (TX),Owner Surrender,Normal,Dog,Spayed Female,American Pit Bull Terrier Mix,Yellow/White,2016-10-31 12:30:00,2014-08-11 00:00:00,Spayed Female,positive,812,1115
A793928,* Athos,2019-05-01 20:51:00,11717 Mc Angus Rd in Travis (TX),Stray,Injured,Dog,Intact Male,Chihuahua Shorthair Mix,Brown/White,2019-05-06 11:24:00,2018-05-01 00:00:00,Neutered Male,positive,370,365
A700932,,2015-04-21 13:13:00,1400 Coleto St in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Medium Hair Mix,Black,2015-04-21 14:37:00,2015-04-06 00:00:00,Unknown,positive,15,15
A758245,,2017-09-13 10:48:00,4534 Westgate in Austin (TX),Stray,Sick,Cat,Intact Male,Domestic Shorthair Mix,Black,2017-09-13 12:09:00,2017-05-13 00:00:00,Intact Male,negative,123,123
A750599,,2017-05-29 13:29:00,Wheless Ln & Dorchester Dr in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White,2017-05-29 14:02:00,2017-05-12 00:00:00,Intact Female,negative,17,17
A741751,*Terrence,2017-01-07 16:58:00,6703 Pixie Cove in Travis (TX),Stray,Injured,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,2017-01-11 13:30:00,2015-01-07 00:00:00,Neutered Male,positive,735,731
A759957,Clara,2017-10-10 13:47:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,Catahoula Mix,Tricolor/White,2017-10-19 18:08:00,2011-10-10 00:00:00,Spayed Female,positive,2201,2192
A692407,*Beau,2014-11-19 18:06:00,6910 E William Cannon Dr in Austin (TX),Stray,Injured,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby/White,2014-11-28 15:57:00,2014-09-19 00:00:00,Neutered Male,positive,70,61
A741627,,2017-01-05 12:09:00,6300 Sierra Vista Dr in Travis (TX),Stray,Normal,Cat,Intact Male,Domestic Longhair,Blue/White,2017-01-06 09:00:00,2016-05-05 00:00:00,Neutered Male,positive,246,245
A787524,,2019-01-14 18:39:00,4702 Leslie Avenue in Austin (TX),Stray,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,2019-01-19 11:31:00,2016-01-14 00:00:00,Neutered Male,positive,1101,1096
A690352,Abby,2014-10-18 17:50:00,6200 Burleson Road in Austin (TX),Stray,Normal,Dog,Intact Female,Labrador Retriever Mix,Black,2014-10-22 17:48:00,2014-02-18 00:00:00,Spayed Female,positive,246,242
A555265,Freya,2016-03-03 19:21:00,Austin (TX),Stray,Normal,Cat,Spayed Female,Domestic Longhair Mix,Torbie,2016-03-09 11:11:00,2009-07-26 00:00:00,Spayed Female,negative,2418,2412
A676792,Leo,2014-04-15 12:17:00,Austin (TX),Stray,Normal,Dog,Intact Male,Chihuahua Longhair Mix,Brown/White,2014-04-19 18:15:00,2011-04-15 00:00:00,Neutered Male,positive,1100,1096
A735725,,2016-09-26 10:33:00,Born In Shelter in Austin (TX),Public Assist,Nursing,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby,2016-09-30 08:15:00,2016-09-26 00:00:00,Unknown,negative,4,0
A696247,*Jillian,2015-09-13 14:14:00,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,Pointer Mix,Chocolate/White,2015-11-22 13:47:00,2013-02-01 00:00:00,Spayed Female,positive,1024,954
A745827,Luna,2017-03-25 14:30:00,Burcott Mill Rd And Misty Shore in Travis (TX),Stray,Normal,Dog,Intact Female,Alaskan Husky Mix,Gray/White,2017-03-27 16:28:00,2016-03-24 00:00:00,Intact Female,positive,368,366
A755780,Bleu,2017-08-08 17:26:00,5810 Berkman Drive in Austin (TX),Stray,Normal,Dog,Intact Male,American Staffordshire Terrier Mix,Brown Brindle/White,2017-08-09 14:25:00,2015-08-08 00:00:00,Intact Male,positive,732,731
A740283,,2016-12-14 13:41:00,25212 Lakeview Dr in Travis (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black,2017-01-01 11:28:00,2016-06-14 00:00:00,Neutered Male,positive,201,183
A685161,*Cedar,2014-08-03 13:12:00,4906 Birch Creek in Austin (TX),Stray,Nursing,Cat,Unknown,Domestic Shorthair Mix,Gray,2014-08-10 16:35:00,2014-07-27 00:00:00,Unknown,positive,14,7
A801339,,2019-08-07 12:18:00,Garwood Street in Austin (TX),Stray,Normal,Dog,Intact Female,American Pit Bull Terrier,Tan/White,2019-08-13 17:20:00,2019-06-02 00:00:00,Spayed Female,positive,72,66
A701255,*Joshua,2015-04-26 13:47:00,Nuckols Crossing And View Point Dr in Austin (TX),Stray,Nursing,Dog,Neutered Male,Shih Tzu Mix,White,2015-05-07 00:00:00,2006-04-26 00:00:00,Neutered Male,positive,3298,3287
A772743,,2018-05-23 09:25:00,7201 Levander Loop in Austin (TX),Wildlife,Sick,Other,Unknown,Rat,Brown,2018-05-23 11:43:00,2017-05-23 00:00:00,Unknown,negative,365,365
A723837,*Bianca,2017-07-30 16:00:00,2404 Bucks Run in Austin (TX),Stray,Normal,Dog,Spayed Female,Cairn Terrier Mix,White,2017-08-03 13:28:00,2016-02-07 00:00:00,Spayed Female,positive,543,539
A677684,*Prancer,2014-04-28 07:19:00,4434 Frontier Trl in Austin (TX),Stray,Normal,Dog,Intact Male,Rat Terrier/Chihuahua Shorthair,Black/White,2014-06-08 19:09:00,2011-04-28 00:00:00,Neutered Male,positive,1137,1096
A706245,,2015-06-26 14:45:00,1501 Fm 973 in Travis (TX),Stray,Nursing,Cat,Intact Female,Domestic Shorthair Mix,Tortie,2015-06-26 17:12:00,2015-06-11 00:00:00,Intact Female,positive,15,15
A712014,,2015-09-15 13:14:00,13812 Lazy Ridge Dr in Pflugerville (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black/White,2015-09-15 18:11:00,2015-08-31 00:00:00,Intact Male,positive,15,15
A623034,*Morgan,2017-12-09 15:53:00,1156 W Cesar Chavez in Austin (TX),Public Assist,Normal,Dog,Spayed Female,Pit Bull Mix,White,2017-12-20 15:11:00,2010-03-28 00:00:00,Spayed Female,positive,2824,2813
A610657,Monroe,2018-01-31 16:17:00,Manor (TX),Owner Surrender,Normal,Dog,Spayed Female,Chihuahua Shorthair Mix,Chocolate/Tan,2018-02-08 18:45:00,2009-09-26 00:00:00,Spayed Female,positive,3057,3049
A797581,,2019-06-15 08:16:00,4434 Frontier Trl in Austin (TX),Wildlife,Injured,Bird,Unknown,Parakeet,Green,2019-06-15 09:54:00,2017-06-15 00:00:00,Unknown,negative,730,730
A799986,Jake,2019-07-15 08:01:00,7305 Shadywood Dr in Austin (TX),Owner Surrender,Injured,Dog,Intact Male,Rottweiler,Black/Brown,2019-07-24 15:14:00,2016-07-14 00:00:00,Neutered Male,positive,1105,1096
A762518,Gracie,2017-11-21 12:46:00,12800 Chime Drive in Manor (TX),Stray,Normal,Dog,Intact Female,Chihuahua Shorthair Mix,Cream,2017-11-28 17:52:00,2014-11-21 00:00:00,Spayed Female,positive,1103,1096
A708820,*Whiddy,2015-08-01 11:29:00,Austin (TX),Stray,Normal,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,2015-08-05 13:52:00,2010-08-01 00:00:00,Spayed Female,positive,1830,1826
A666588,*Milton,2013-11-04 12:49:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black,2013-12-28 09:24:00,2013-10-04 00:00:00,Neutered Male,positive,85,31
A714568,,2015-10-25 13:40:00,2705 Hoeke Ln in Austin (TX),Stray,Normal,Dog,Intact Male,Dachshund Wirehair/Chihuahua Shorthair,Tricolor,2015-10-29 18:45:00,2013-10-25 00:00:00,Neutered Male,positive,734,730
A750972,Prince,2017-06-02 16:39:00,12427 Tech Ridge Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,Chihuahua Shorthair Mix,Tricolor,2017-06-22 16:32:00,2013-06-02 00:00:00,Neutered Male,positive,1481,1461
A792293,Willie,2019-05-24 11:53:00,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Black,2019-05-25 11:38:00,2019-03-17 00:00:00,Neutered Male,positive,69,68
A610531,Vegas,2016-09-04 20:59:00,Guadalupe St & Franklin in Austin (TX),Stray,Normal,Dog,Spayed Female,Chow Chow Mix,Black,2016-09-19 18:56:00,2008-09-24 00:00:00,Spayed Female,positive,2917,2902
A797384,,2019-06-12 20:53:00,7613 Rio Pass in Austin (TX),Public Assist,Normal,Other,Unknown,Bat,Brown,2019-06-13 11:15:00,2018-06-12 00:00:00,Unknown,negative,366,365
A677240,Jojo,2018-07-17 18:57:00,Railroad And Applewood in Pflugerville (TX),Stray,Normal,Dog,Intact Male,Labrador Retriever/American Bulldog,Red/White,2018-07-18 17:07:00,2013-02-21 00:00:00,Intact Male,positive,1973,1972
A807275,*Han Solo,2019-10-23 11:39:00,4608 Westgate Boulevard in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair,Brown Tabby,2019-11-21 17:54:00,2019-09-05 00:00:00,Neutered Male,positive,77,48
A804085,Echo,2019-09-10 14:04:00,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,Great Pyrenees Mix,Tricolor,2019-09-17 17:13:00,2018-04-15 00:00:00,Spayed Female,positive,520,513
A706677,*Franny,2015-07-01 18:57:00,Lyons And Fiesta in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Medium Hair Mix,Torbie,2015-08-24 18:32:00,2015-05-20 00:00:00,Spayed Female,positive,96,42
