Animal ID,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Breed_Intake,Color_Intake,Sex upon Outcome,binary_outcome,Age Outcome,Age Intake,percent,Duration of Stay (in days),monthIntake,monthOutcome
A687250,3112 Speidel Dr. in Pflugerville (TX),Wildlife,Normal,Other,Unknown,Raccoon Mix,Brown/Black,Unknown,positive,206,184,2.272727272727273,22,9,9
A743340,1400 Cardinal Hill Dr in Austin (TX),Stray,Normal,Dog,Intact Female,Pit Bull Mix,White/Black,Spayed Female,positive,127,123,0.1371742112482853,4,2,2
A683438,15609 E Hwy 290 in Travis (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Black,Intact Female,positive,52,50,0.1371742112482853,2,7,7
A802659,Elm Grove Road in Mustang Ridge (TX),Stray,Normal,Dog,Intact Male,Plott Hound Mix,Brown Brindle/White,Neutered Male,positive,311,304,0.1371742112482853,7,8,8
A689561,5602 Honeybee Bend in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Calico,Spayed Female,positive,68,37,0.1371742112482853,31,10,11
A783255,Mountain Quail And Thornridge in Austin (TX),Stray,Normal,Dog,Intact Female,Staffordshire Mix,White/Chocolate,Spayed Female,positive,503,365,0.1371742112482853,138,10,3
A723141,Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,Spayed Female,positive,66,29,0.1371742112482853,37,3,5
A672241,10705 Finsbury Dr in Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,Dogo Argentino Mix,White,Neutered Male,positive,343,340,0.6369426751592357,3,3,3
A743788,Pearce Ln And Hwy in Austin (TX),Stray,Normal,Dog,Intact Female,Chihuahua Shorthair Mix,White/Tan,Spayed Female,positive,1472,1096,0.1371742112482853,376,2,2
A738935,12901 Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Female,Labrador Retriever Mix,Black/Gray,Spayed Female,positive,780,731,0.1371742112482853,49,11,1
A797304,3325 Taylor Falls in Travis (TX),Stray,Normal,Dog,Intact Male,Rottweiler,Black/Brown,Intact Male,positive,287,287,0.1371742112482853,0,9,9
A663723,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,Neutered Male,positive,85,85,0.6369426751592357,0,10,10
A717470,Ross Rd And Hwy 71 in Del Valle (TX),Stray,Normal,Dog,Intact Male,Mastiff/Chinese Sharpei,White/Black,Intact Male,positive,81,76,0.1371742112482853,5,12,12
A750904,7707 Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Male,Pit Bull Mix,Brown Tiger/White,Neutered Male,positive,737,731,0.1371742112482853,6,6,6
A741195,720 E 290 in Austin (TX),Stray,Normal,Dog,Intact Male,Siberian Husky Mix,Red/White,Intact Male,positive,1096,1096,0.1371742112482853,0,12,12
A812227,East Stassney Lane And Palo Blanco Lane in Austin (TX),Stray,Normal,Dog,Intact Female,Carolina Dog,Brown,Spayed Female,positive,83,76,0.1371742112482853,7,1,1
A744747,Red River in Austin (TX),Wildlife,Injured,Other,Unknown,Opossum Mix,White/Gray,Unknown,negative,1,1,2.272727272727273,0,3,3
A682902,4901 Lexington Meadow Ln in Del Valle (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby/White,Neutered Male,positive,100,52,0.1371742112482853,48,7,8
A749256,1054 Springdale in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,Intact Female,negative,89,89,0.1371742112482853,0,5,5
A704836,10515 Sprinkle Cutoff Rd in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Orange Tabby,Unknown,positive,366,365,0.1371742112482853,1,6,6
A797881,10306 Morado Cv in Austin (TX),Public Assist,Normal,Other,Unknown,Bat,Brown,Unknown,negative,366,365,1.7857142857142856,1,6,6
A796456,Outside Jurisdiction,Stray,Normal,Dog,Neutered Male,Labrador Retriever/Great Pyrenees,White,Neutered Male,positive,745,730,0.1371742112482853,15,6,6
A664913,Travis (TX),Public Assist,Normal,Dog,Intact Male,Pit Bull Mix,Blue/White,Neutered Male,positive,379,371,1.7857142857142856,8,10,10
A811161,Austin (TX),Owner Surrender,Sick,Dog,Neutered Male,Siberian Husky,Gray/Black,Neutered Male,negative,2922,2922,0.6369426751592357,0,12,12
A796743,10107 Rodriguez in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair,Brown Tabby/White,Intact Female,positive,51,46,0.1371742112482853,5,6,6
A776463,9704 Chukar Circle in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby/White,Unknown,positive,368,365,0.1371742112482853,3,7,7
A683361,8714 Fm812 in Austin (TX),Stray,Normal,Dog,Intact Male,Cairn Terrier/Chihuahua Shorthair,Brown Brindle,Neutered Male,positive,87,45,0.1371742112482853,42,7,8
A804636,10501 La Costa Drive in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair,Brown Tabby,Neutered Male,positive,96,56,0.1371742112482853,40,9,10
A728810,8210 Chalk Knoll Drive in Austin (TX),Stray,Nursing,Cat,Intact Male,Domestic Shorthair Mix,Blue,Intact Male,positive,17,15,0.1371742112482853,2,6,6
